camera_id,timestamp,plate,plate_confidence,vehicle_type,vehicle_color,speed,direction,local_track_id
MH_LBS_MULUND,2026-08-25T20:40:34+05:30,MH47W3342,0.94,car,white,27.7,NORTH,MH_LBS_MULUND_T279
MH_SV_MAHIM,2026-08-25T20:40:38+05:30,MH03J3463,0.91,car,white,33.4,NORTH,MH_SV_MAHIM_T225
MH_SV_MAHIM,2026-08-25T20:40:40+05:30,MH04X5610,0.88,auto,silver,29.2,NORTH,MH_SV_MAHIM_T440
MH_MARINE,2026-08-25T20:41:02+05:30,MH05QX0498,0.96,car,silver,31.9,SOUTH,MH_MARINE_T737
MH_SV_BANDRA,2026-08-25T20:41:09+05:30,RJ30WL7128,0.84,auto,red,27.6,NORTH,MH_SV_BANDRA_T375
MH_EEH_VIKHROLI,2026-08-25T20:41:13+05:30,MH04B2996,0.93,car,grey,42.7,NORTH,MH_EEH_VIKHROLI_T594
MH_SL_MID,2026-08-25T20:41:19+05:30,MH43AX8869,0.87,car,white,45.6,NORTH,MH_SL_MID_T293
MH_SV_SANTACRUZ,2026-08-25T20:41:23+05:30,MH04AP8485,0.87,car,silver,27.6,NORTH,MH_SV_SANTACRUZ_T200
MH_SP_CHEMBUR,2026-08-25T20:41:31+05:30,MH43G0745,0.86,taxi,blue,57.8,EAST,MH_SP_CHEMBUR_T417
MH_SP_CHEMBUR,2026-08-25T20:41:31+05:30,MH01LF1127,0.79,car,brown,44.8,EAST,MH_SP_CHEMBUR_T833
MH_WEH_SANTACRUZ,2026-08-25T20:41:33+05:30,MH48R6670,0.83,car,black,54.5,NORTH,MH_WEH_SANTACRUZ_T33
MH_SV_KHAR,2026-08-25T20:41:34+05:30,UP30UQ9146,0.81,car,red,30.0,NORTH,MH_SV_KHAR_T858
MH_EEH_KANJURMARG,2026-08-25T20:41:40+05:30,MH01FZ4128,0.86,motorcycle,brown,52.5,NORTH,MH_EEH_KANJURMARG_T55
MH_SP_CHEMBUR,2026-08-25T20:41:54+05:30,MH03F0149,0.98,motorcycle,black,40.3,EAST,MH_SP_CHEMBUR_T601
MH_MAHIM_CSWY,2026-08-25T20:41:54+05:30,MH48M1803,0.82,car,white,35.6,NORTH,MH_MAHIM_CSWY_T698
MH_EEH_KANJURMARG,2026-08-25T20:41:55+05:30,MH48U7711,0.93,car,grey,51.1,NORTH,MH_EEH_KANJURMARG_T634
MH_WEH_SANTACRUZ,2026-08-25T20:41:57+05:30,KA10XM9832,0.88,car,white,53.8,NORTH,MH_WEH_SANTACRUZ_T6
MH_CST,2026-08-25T20:42:02+05:30,MH46SM8472,0.91,motorcycle,black,24.3,SOUTH,MH_CST_T690
MH_WORLI_NAKA,2026-08-25T20:42:27+05:30,KA39UD2317,0.8,car,red,31.6,SOUTH,MH_WORLI_NAKA_T514
MH_SV_MALAD,2026-08-25T20:42:30+05:30,MH03Z3555,0.88,bus,white,36.4,NORTH,MH_SV_MALAD_T29
MH_EEH_CHEMBUR,2026-08-25T20:42:32+05:30,MH03CQ3423,0.95,taxi,white,52.7,NORTH,MH_EEH_CHEMBUR_T79
MH_EEH_AIROLI,2026-08-25T20:42:39+05:30,GJ27KH9563,0.95,motorcycle,white,58.5,NORTH,MH_EEH_AIROLI_T216
MH_SV_JOGESHWARI,2026-08-25T20:42:42+05:30,MH04RH1208,0.95,motorcycle,white,31.3,NORTH,MH_SV_JOGESHWARI_T470
MH_HAJIALI,2026-08-25T20:42:43+05:30,MH46TT0541,0.88,car,red,29.1,SOUTH,MH_HAJIALI_T359
MH_LBS_GHATKOPAR,2026-08-25T20:42:44+05:30,MH47RD0353,0.86,taxi,silver,32.7,NORTH,MH_LBS_GHATKOPAR_T496
MH_LBS_GHATKOPAR,2026-08-25T20:42:45+05:30,MH46J6776,0.79,auto,silver,35.0,NORTH,MH_LBS_GHATKOPAR_T887
MH_EEH_KANJURMARG,2026-08-25T20:42:51+05:30,MH47S1222,0.87,motorcycle,blue,48.8,NORTH,MH_EEH_KANJURMARG_T32
MH_WEH_BORIVALI,2026-08-25T20:42:52+05:30,DL31LF1780,0.95,car,white,51.3,NORTH,MH_WEH_BORIVALI_T385
MH_WEH_JVLR,2026-08-25T20:42:55+05:30,MH05ZL5201,0.87,car,white,51.6,NORTH,MH_WEH_JVLR_T478
MH_SP_VASHI,2026-08-25T20:43:02+05:30,MH48L0390,0.81,truck,grey,49.3,EAST,MH_SP_VASHI_T951
MH_LBS_GHATKOPAR,2026-08-25T20:43:13+05:30,MH46EL6529,0.96,motorcycle,black,34.7,NORTH,MH_LBS_GHATKOPAR_T393
MH_SV_KHAR,2026-08-25T20:43:16+05:30,MH47P6037,0.88,truck,white,31.9,NORTH,MH_SV_KHAR_T364
MH_WEH_ANDHERI,2026-08-25T20:43:24+05:30,GJ29UB2505,0.97,auto,grey,46.5,NORTH,MH_WEH_ANDHERI_T183
MH_LBS_GHATKOPAR,2026-08-25T20:43:26+05:30,MH06YT9853,0.88,car,black,28.1,NORTH,MH_LBS_GHATKOPAR_T390
MH_MAHIM_CSWY,2026-08-25T20:43:44+05:30,DL10LD0998,0.8,car,blue,29.2,NORTH,MH_MAHIM_CSWY_T170
MH_MAHIM_CSWY,2026-08-25T20:43:54+05:30,MH43R5485,0.81,car,red,35.4,NORTH,MH_MAHIM_CSWY_T3
MH_SP_MANKHURD,2026-08-25T20:43:57+05:30,MH47BM8918,0.93,car,white,43.0,EAST,MH_SP_MANKHURD_T668
MH_SL_WORLI,2026-08-25T20:44:01+05:30,MH43AX8869,0.97,car,white,53.0,NORTH,MH_SL_WORLI_T220
MH_LBS_GHATKOPAR,2026-08-25T20:44:04+05:30,MH05QN8807,0.88,bus,white,29.1,NORTH,MH_LBS_GHATKOPAR_T175
MH_WEH_KHAR,2026-08-25T20:44:21+05:30,MH46DY1953,0.97,motorcycle,red,51.0,NORTH,MH_WEH_KHAR_T369
MH_COLABA,2026-08-25T20:44:25+05:30,GJ14LW2119,0.96,car,blue,28.1,SOUTH,MH_COLABA_T200
MH_SP_MANKHURD,2026-08-25T20:44:37+05:30,MH46T2711,0.95,motorcycle,grey,53.8,EAST,MH_SP_MANKHURD_T764
MH_EEH_KANJURMARG,2026-08-25T20:44:39+05:30,MH01S0737,0.89,car,white,42.3,NORTH,MH_EEH_KANJURMARG_T464
MH_SV_MAHIM,2026-08-25T20:44:43+05:30,GJ27RE4109,0.94,car,brown,34.6,NORTH,MH_SV_MAHIM_T159
MH_SV_BANDRA,2026-08-25T20:44:46+05:30,MH03J3463,0.95,car,white,29.0,NORTH,MH_SV_BANDRA_T347
MH_WEH_GOREGAON,2026-08-25T20:44:50+05:30,MH01AA1099,0.97,motorcycle,white,47.0,NORTH,MH_WEH_GOREGAON_T107
MH_COLABA,2026-08-25T20:44:54+05:30,MH02C9940,0.8,motorcycle,black,23.4,SOUTH,MH_COLABA_T5
MH_SV_MAHIM,2026-08-25T20:44:54+05:30,RJ30WL7128,0.91,auto,red,32.5,NORTH,MH_SV_MAHIM_T246
MH_EEH_KANJURMARG,2026-08-25T20:44:59+05:30,MH04B2996,0.88,car,grey,49.8,NORTH,MH_EEH_KANJURMARG_T497
MH_LBS_BHANDUP,2026-08-25T20:45:05+05:30,MH01JD2852,0.94,car,white,38.2,NORTH,MH_LBS_BHANDUP_T614
MH_WEH_ANDHERI,2026-08-25T20:45:07+05:30,MH05ZL5201,0.82,car,white,51.4,NORTH,MH_WEH_ANDHERI_T503
MH_WEH_VILEPARLE,2026-08-25T20:45:08+05:30,KA10XM9832,0.85,car,white,48.5,NORTH,MH_WEH_VILEPARLE_T9
MH_LBS_KURLA,2026-08-25T20:45:14+05:30,MH43X6527,0.96,car,red,32.5,NORTH,MH_LBS_KURLA_T555
MH_SV_MALAD,2026-08-25T20:45:16+05:30,MH46SP5131,0.8,truck,blue,34.9,NORTH,MH_SV_MALAD_T387
MH_MARINE,2026-08-25T20:45:19+05:30,UP26JZ0035,0.85,car,white,26.8,SOUTH,MH_MARINE_T593
MH_SV_ANDHERI,2026-08-25T20:45:22+05:30,GJ02FC4925,0.95,auto,blue,28.4,NORTH,MH_SV_ANDHERI_T672
MH_SV_MAHIM,2026-08-25T20:45:30+05:30,MH47FB5540,0.92,car,silver,33.9,NORTH,MH_SV_MAHIM_T75
MH_SP_MANKHURD,2026-08-25T20:45:33+05:30,MH43G0745,0.83,taxi,blue,54.3,EAST,MH_SP_MANKHURD_T385
MH_LBS_MULUND,2026-08-25T20:45:34+05:30,MH48D2684,0.86,taxi,black,29.0,NORTH,MH_LBS_MULUND_T492
MH_SL_BANDRA,2026-08-25T20:45:42+05:30,MH48M1803,0.91,car,white,35.3,NORTH,MH_SL_BANDRA_T904
MH_LBS_BHANDUP,2026-08-25T20:45:55+05:30,MH02XY1990,0.92,car,white,33.0,NORTH,MH_LBS_BHANDUP_T4
MH_WEH_SANTACRUZ,2026-08-25T20:45:56+05:30,MH46DY1953,0.8,motorcycle,red,53.7,NORTH,MH_WEH_SANTACRUZ_T498
MH_SV_MAHIM,2026-08-25T20:46:11+05:30,KA21HA0577,0.94,motorcycle,red,28.0,NORTH,MH_SV_MAHIM_T32
MH_WEH_JVLR,2026-08-25T20:46:12+05:30,GJ29UB2505,0.98,auto,grey,46.6,NORTH,MH_WEH_JVLR_T180
MH_WEH_DAHISAR,2026-08-25T20:46:13+05:30,DL31LF1780,0.87,car,white,46.5,NORTH,MH_WEH_DAHISAR_T178
MH_SP_MANKHURD,2026-08-25T20:46:19+05:30,MH01LF1127,0.96,car,brown,47.6,EAST,MH_SP_MANKHURD_T771
MH_LBS_GHATKOPAR,2026-08-25T20:46:20+05:30,MH46ZK2039,0.96,car,brown,33.2,NORTH,MH_LBS_GHATKOPAR_T144
MH_CST,2026-08-25T20:46:21+05:30,MH47Y0535,0.94,car,white,27.4,SOUTH,MH_CST_T520
MH_SL_BANDRA,2026-08-25T20:46:22+05:30,MH01M2922,0.88,motorcycle,silver,52.7,NORTH,MH_SL_BANDRA_T402
MH_CST,2026-08-25T20:46:28+05:30,MH05QX0498,0.85,car,silver,26.8,SOUTH,MH_CST_T614
MH_WEH_GOREGAON,2026-08-25T20:46:32+05:30,MH03CL0665,0.94,car,silver,42.2,NORTH,MH_WEH_GOREGAON_T396
MH_SP_VASHI,2026-08-25T20:46:39+05:30,RJ36EZ4658,0.82,car,white,48.6,EAST,MH_SP_VASHI_T831
MH_SV_BANDRA,2026-08-25T20:46:53+05:30,MH01CJ4764,0.86,taxi,black,36.5,NORTH,MH_SV_BANDRA_T546
MH_PEDDAR,2026-08-25T20:46:58+05:30,MH46TT0541,0.96,car,red,27.3,SOUTH,MH_PEDDAR_T418
MH_WEH_BANDRA,2026-08-25T20:47:02+05:30,MP07GX2843,0.96,motorcycle,blue,54.5,NORTH,MH_WEH_BANDRA_T285
MH_SP_VASHI,2026-08-25T20:47:11+05:30,RJ13DG0206,0.88,truck,white,48.2,EAST,MH_SP_VASHI_T811
MH_EEH_MULUND,2026-08-25T20:47:22+05:30,GJ27KH9563,0.93,motorcycle,white,60.7,NORTH,MH_EEH_MULUND_T344
MH_EEH_SION,2026-08-25T20:47:24+05:30,MH03F0149,0.79,motorcycle,black,48.2,NORTH,MH_EEH_SION_T243
MH_SL_WORLI,2026-08-25T20:47:24+05:30,MH01J1868,0.83,car,black,41.5,NORTH,MH_SL_WORLI_T643
MH_WEH_VILEPARLE,2026-08-25T20:47:30+05:30,MH05ZL5201,0.95,car,white,57.4,NORTH,MH_WEH_VILEPARLE_T485
MH_EEH_SION,2026-08-25T20:47:41+05:30,MH47P5427,0.98,truck,brown,44.1,NORTH,MH_EEH_SION_T139
MH_WEH_ANDHERI,2026-08-25T20:47:44+05:30,KA10XM9832,0.92,car,white,54.2,NORTH,MH_WEH_ANDHERI_T9
MH_EEH_MULUND,2026-08-25T20:48:01+05:30,GJ18JN4081,0.8,auto,white,44.3,NORTH,MH_EEH_MULUND_T470
MH_LBS_GHATKOPAR,2026-08-25T20:48:02+05:30,MH04N8753,0.97,car,blue,39.3,NORTH,MH_LBS_GHATKOPAR_T275
MH_COLABA,2026-08-25T20:48:05+05:30,MH46SM8472,0.83,motorcycle,black,24.5,SOUTH,MH_COLABA_T463
MH_SV_BANDRA,2026-08-25T20:48:09+05:30,GJ27RE4109,0.93,car,brown,36.0,NORTH,MH_SV_BANDRA_T251
MH_EEH_SION,2026-08-25T20:48:15+05:30,MH03CQ3423,0.88,taxi,white,50.7,NORTH,MH_EEH_SION_T50
MH_EEH_MULUND,2026-08-25T20:48:16+05:30,MH01FZ4128,0.89,motorcycle,brown,57.2,NORTH,MH_EEH_MULUND_T41
MH_SL_WORLI,2026-08-25T20:48:21+05:30,MH43AC8567,0.99,taxi,white,60.9,NORTH,MH_SL_WORLI_T258
MH_SL_MID,2026-08-25T20:48:23+05:30,MH48M1803,0.97,car,white,52.1,NORTH,MH_SL_MID_T836
MH_SL_WORLI,2026-08-25T20:48:25+05:30,MH43Y9541,0.9,auto,silver,53.5,NORTH,MH_SL_WORLI_T376
MH_LBS_BHANDUP,2026-08-25T20:48:26+05:30,MH47NH3801,0.86,auto,black,27.1,NORTH,MH_LBS_BHANDUP_T421
MH_HAJIALI,2026-08-25T20:48:31+05:30,KA39UD2317,0.79,car,red,27.2,SOUTH,MH_HAJIALI_T790
MH_MARINE,2026-08-25T20:48:34+05:30,MH47D9288,0.96,car,grey,37.8,SOUTH,MH_MARINE_T601
MH_WEH_VILEPARLE,2026-08-25T20:48:38+05:30,MH46DY1953,0.79,motorcycle,red,48.4,NORTH,MH_WEH_VILEPARLE_T561
MH_LBS_BHANDUP,2026-08-25T20:48:40+05:30,MH06XQ0389,0.89,taxi,white,34.1,NORTH,MH_LBS_BHANDUP_T705
MH_SV_BANDRA,2026-08-25T20:48:49+05:30,MH47FB5540,0.8,car,silver,34.1,NORTH,MH_SV_BANDRA_T119
MH_SV_BANDRA,2026-08-25T20:48:50+05:30,GJ26CT8285,0.89,car,black,30.8,NORTH,MH_SV_BANDRA_T247
MH_WEH_ANDHERI,2026-08-25T20:48:52+05:30,MH04R9131,0.82,car,silver,46.0,NORTH,MH_WEH_ANDHERI_T203
MH_EEH_MULUND,2026-08-25T20:49:00+05:30,MH48U7711,0.97,car,grey,51.8,NORTH,MH_EEH_MULUND_T487
MH_WEH_KHAR,2026-08-25T20:49:02+05:30,MP07GX2843,0.9,motorcycle,blue,57.5,NORTH,MH_WEH_KHAR_T571
MH_PEDDAR,2026-08-25T20:49:18+05:30,UP26JZ0035,0.96,car,white,35.6,SOUTH,MH_PEDDAR_T606
MH_EEH_CHEMBUR,2026-08-25T20:49:20+05:30,MH43T7943,0.86,car,brown,29.9,NORTH,MH_EEH_CHEMBUR_T659
MH_SL_MID,2026-08-25T20:49:23+05:30,MH01M2922,0.91,motorcycle,silver,50.8,NORTH,MH_SL_MID_T370
MH_SV_KHAR,2026-08-25T20:49:28+05:30,MH03J3463,0.98,car,white,32.4,NORTH,MH_SV_KHAR_T416
MH_MARINE,2026-08-25T20:49:34+05:30,MH47MC8687,0.81,car,white,30.1,SOUTH,MH_MARINE_T836
MH_WEH_JVLR,2026-08-25T20:49:39+05:30,KA10XM9832,0.82,car,white,53.6,NORTH,MH_WEH_JVLR_T5
MH_LBS_SION,2026-08-25T20:49:43+05:30,MH06N1177,0.86,bus,red,26.8,NORTH,MH_LBS_SION_T45
MH_LBS_KURLA,2026-08-25T20:49:48+05:30,MH01MY0364,0.79,taxi,black,37.1,NORTH,MH_LBS_KURLA_T804
MH_SP_CHEMBUR,2026-08-25T20:50:00+05:30,MH46N4572,0.94,auto,blue,49.6,EAST,MH_SP_CHEMBUR_T412
MH_SV_ANDHERI,2026-08-25T20:50:04+05:30,MH48R6670,0.99,car,black,30.6,NORTH,MH_SV_ANDHERI_T91
MH_SV_JOGESHWARI,2026-08-25T20:50:05+05:30,GJ02FC4925,0.93,auto,blue,32.0,NORTH,MH_SV_JOGESHWARI_T583
MH_SL_WORLI,2026-08-25T20:50:17+05:30,MH05WJ3758,0.97,car,red,53.1,NORTH,MH_SL_WORLI_T411
MH_WEH_SANTACRUZ,2026-08-25T20:50:21+05:30,MP07GX2843,0.81,motorcycle,blue,57.4,NORTH,MH_WEH_SANTACRUZ_T772
MH_SL_BANDRA,2026-08-25T20:50:23+05:30,MH47H6795,0.95,motorcycle,white,46.0,NORTH,MH_SL_BANDRA_T163
MH_MAHIM_CSWY,2026-08-25T20:50:27+05:30,MH46RT6714,0.87,auto,white,31.8,NORTH,MH_MAHIM_CSWY_T321
MH_SP_CHEMBUR,2026-08-25T20:50:29+05:30,MP37BQ9385,0.86,bus,white,52.3,EAST,MH_SP_CHEMBUR_T421
MH_WORLI_NAKA,2026-08-25T20:50:37+05:30,MH01T1341,0.95,car,white,29.0,SOUTH,MH_WORLI_NAKA_T123
MH_WEH_JVLR,2026-08-25T20:50:45+05:30,MH04R9131,0.83,car,silver,49.9,NORTH,MH_WEH_JVLR_T196
MH_EEH_MULUND,2026-08-25T20:50:50+05:30,MH47S1222,0.92,motorcycle,blue,45.9,NORTH,MH_EEH_MULUND_T25
MH_MARINE,2026-08-25T20:50:50+05:30,MH47Y0535,0.96,car,white,29.2,SOUTH,MH_MARINE_T632
MH_SV_SANTACRUZ,2026-08-25T20:51:02+05:30,MH46B1480,0.85,motorcycle,blue,35.5,NORTH,MH_SV_SANTACRUZ_T740
MH_SP_VASHI,2026-08-25T20:51:03+05:30,KA29CF0230,0.93,truck,grey,50.8,EAST,MH_SP_VASHI_T305
MH_SL_MID,2026-08-25T20:51:18+05:30,MH01J1868,0.8,car,black,42.9,NORTH,MH_SL_MID_T863
MH_LBS_SION,2026-08-25T20:51:19+05:30,MH46Z5139,0.8,taxi,white,28.1,NORTH,MH_LBS_SION_T461
MH_SV_KHAR,2026-08-25T20:51:29+05:30,MH01CJ4764,0.99,taxi,black,31.2,NORTH,MH_SV_KHAR_T661
MH_WEH_GOREGAON,2026-08-25T20:51:31+05:30,MH43GD9181,0.98,motorcycle,red,56.4,NORTH,MH_WEH_GOREGAON_T219
MH_SV_MAHIM,2026-08-25T20:51:31+05:30,MH04V7631,0.8,motorcycle,grey,34.1,NORTH,MH_SV_MAHIM_T239
MH_SL_MID,2026-08-25T20:51:32+05:30,MH43AC8567,0.8,taxi,white,53.3,NORTH,MH_SL_MID_T349
MH_WEH_GOREGAON,2026-08-25T20:51:41+05:30,GJ29UB2505,0.9,auto,grey,51.0,NORTH,MH_WEH_GOREGAON_T142
MH_EEH_MULUND,2026-08-25T20:51:47+05:30,MH01S0737,0.98,car,white,47.8,NORTH,MH_EEH_MULUND_T362
MH_LBS_SION,2026-08-25T20:51:54+05:30,GJ28YB2906,0.96,car,black,37.1,NORTH,MH_LBS_SION_T556
MH_SL_WORLI,2026-08-25T20:51:55+05:30,MH48M1803,0.93,car,white,54.6,NORTH,MH_SL_WORLI_T623
MH_PEDDAR,2026-08-25T20:52:03+05:30,KA39UD2317,0.92,car,red,31.6,SOUTH,MH_PEDDAR_T942
MH_SL_MID,2026-08-25T20:52:05+05:30,MH43Y9541,0.93,auto,silver,51.3,NORTH,MH_SL_MID_T505
MH_WEH_JVLR,2026-08-25T20:52:06+05:30,MH03CL0665,0.8,car,silver,48.6,NORTH,MH_WEH_JVLR_T494
MH_MARINE,2026-08-25T20:52:07+05:30,MH46TT0541,0.89,car,red,31.5,SOUTH,MH_MARINE_T414
MH_LBS_GHATKOPAR,2026-08-25T20:52:14+05:30,MP35EH4385,0.92,motorcycle,white,28.5,NORTH,MH_LBS_GHATKOPAR_T84
MH_WEH_KHAR,2026-08-25T20:52:15+05:30,MH05A4468,0.84,motorcycle,white,53.2,NORTH,MH_WEH_KHAR_T91
MH_EEH_CHEMBUR,2026-08-25T20:52:19+05:30,MH46ZK2039,0.94,car,brown,34.4,NORTH,MH_EEH_CHEMBUR_T74
MH_SL_WORLI,2026-08-25T20:52:24+05:30,MH43N9903,0.89,car,silver,51.7,NORTH,MH_SL_WORLI_T185
MH_LBS_MULUND,2026-08-25T20:52:24+05:30,MH01JD2852,0.83,car,white,32.1,NORTH,MH_LBS_MULUND_T437
MH_LBS_KURLA,2026-08-25T20:52:34+05:30,MH02W8403,0.9,car,brown,30.8,NORTH,MH_LBS_KURLA_T468
MH_SV_MAHIM,2026-08-25T20:52:42+05:30,MH05M1429,0.81,motorcycle,white,29.6,NORTH,MH_SV_MAHIM_T138
MH_HAJIALI,2026-08-25T20:52:43+05:30,UP26JZ0035,0.88,car,white,32.9,SOUTH,MH_HAJIALI_T512
MH_SP_CHEMBUR,2026-08-25T20:52:45+05:30,MH03S0954,0.97,bus,grey,56.7,EAST,MH_SP_CHEMBUR_T1023
MH_SL_WORLI,2026-08-25T20:52:51+05:30,MH01M2922,0.87,motorcycle,silver,52.0,NORTH,MH_SL_WORLI_T276
MH_EEH_GHATKOPAR,2026-08-25T20:52:55+05:30,MH43C7923,0.97,bus,silver,40.2,NORTH,MH_EEH_GHATKOPAR_T784
MH_SP_CHEMBUR,2026-08-25T20:52:59+05:30,MH46D7570,0.8,motorcycle,brown,46.0,EAST,MH_SP_CHEMBUR_T174
MH_EEH_SION,2026-08-25T20:53:04+05:30,MH01VK5736,0.8,car,black,53.5,NORTH,MH_EEH_SION_T259
MH_PEDDAR,2026-08-25T20:53:07+05:30,MH47D9288,0.82,car,grey,35.2,SOUTH,MH_PEDDAR_T612
MH_SV_KHAR,2026-08-25T20:53:17+05:30,MH47FB5540,0.85,car,silver,34.8,NORTH,MH_SV_KHAR_T139
MH_LBS_BHANDUP,2026-08-25T20:53:17+05:30,MH48D2684,0.96,taxi,black,28.7,NORTH,MH_LBS_BHANDUP_T693
MH_WEH_JVLR,2026-08-25T20:53:26+05:30,MH46DY1953,0.81,motorcycle,red,51.7,NORTH,MH_WEH_JVLR_T556
MH_EEH_KANJURMARG,2026-08-25T20:53:29+05:30,GJ27KH9563,0.99,motorcycle,white,61.2,NORTH,MH_EEH_KANJURMARG_T439
MH_SL_MID,2026-08-25T20:53:30+05:30,MH05WJ3758,0.79,car,red,52.2,NORTH,MH_SL_MID_T550
MH_SL_BANDRA,2026-08-25T20:53:37+05:30,MH43AC8567,0.96,taxi,white,55.6,NORTH,MH_SL_BANDRA_T379
MH_HAJIALI,2026-08-25T20:53:39+05:30,MH03N9969,0.92,motorcycle,white,29.8,SOUTH,MH_HAJIALI_T451
MH_LBS_BHANDUP,2026-08-25T20:53:46+05:30,MH47YF1219,0.8,car,black,30.3,NORTH,MH_LBS_BHANDUP_T347
MH_SV_KHAR,2026-08-25T20:53:49+05:30,GJ26CT8285,0.84,car,black,26.3,NORTH,MH_SV_KHAR_T306
MH_PEDDAR,2026-08-25T20:53:49+05:30,MP22PD6562,0.98,motorcycle,white,33.6,SOUTH,MH_PEDDAR_T451
MH_LBS_GHATKOPAR,2026-08-25T20:53:52+05:30,MH43X6527,0.89,car,red,28.8,NORTH,MH_LBS_GHATKOPAR_T640
MH_SV_ANDHERI,2026-08-25T20:53:57+05:30,UP30UQ9146,0.85,car,red,31.8,NORTH,MH_SV_ANDHERI_T803
MH_WEH_SANTACRUZ,2026-08-25T20:53:58+05:30,MH05A4468,0.82,motorcycle,white,52.1,NORTH,MH_WEH_SANTACRUZ_T121
MH_WEH_VILEPARLE,2026-08-25T20:53:58+05:30,MP07GX2843,0.83,motorcycle,blue,47.7,NORTH,MH_WEH_VILEPARLE_T879
MH_SV_KHAR,2026-08-25T20:53:59+05:30,KA21HA0577,0.83,motorcycle,red,31.1,NORTH,MH_SV_KHAR_T54
MH_EEH_CHEMBUR,2026-08-25T20:54:00+05:30,MH47P5427,0.97,truck,brown,49.3,NORTH,MH_EEH_CHEMBUR_T214
MH_EEH_GHATKOPAR,2026-08-25T20:54:05+05:30,MH43T7943,0.87,car,brown,47.0,NORTH,MH_EEH_GHATKOPAR_T747
MH_SV_MAHIM,2026-08-25T20:54:14+05:30,MH04W6902,0.99,car,silver,28.4,NORTH,MH_SV_MAHIM_T205
MH_SP_VASHI,2026-08-25T20:54:17+05:30,MH47BM8918,0.81,car,white,47.5,EAST,MH_SP_VASHI_T667
MH_SV_SANTACRUZ,2026-08-25T20:54:19+05:30,MH01CJ4764,0.94,taxi,black,33.6,NORTH,MH_SV_SANTACRUZ_T704
MH_EEH_AIROLI,2026-08-25T20:54:21+05:30,MH01FZ4128,0.89,motorcycle,brown,48.3,NORTH,MH_EEH_AIROLI_T25
MH_WEH_ANDHERI,2026-08-25T20:54:26+05:30,MH03CL0665,0.98,car,silver,48.8,NORTH,MH_WEH_ANDHERI_T524
MH_SV_JOGESHWARI,2026-08-25T20:54:37+05:30,MH48R6670,0.85,car,black,31.6,NORTH,MH_SV_JOGESHWARI_T80
MH_SL_BANDRA,2026-08-25T20:54:38+05:30,MH43Y9541,0.98,auto,silver,55.0,NORTH,MH_SL_BANDRA_T548
MH_PEDDAR,2026-08-25T20:54:47+05:30,MH47MC8687,0.97,car,white,28.7,SOUTH,MH_PEDDAR_T844
MH_SL_BANDRA,2026-08-25T20:54:51+05:30,MH46RT6714,0.84,auto,white,33.3,NORTH,MH_SL_BANDRA_T436
MH_SV_KHAR,2026-08-25T20:54:52+05:30,MH02PF8280,0.91,car,grey,30.1,NORTH,MH_SV_KHAR_T817
MH_EEH_GHATKOPAR,2026-08-25T20:54:59+05:30,MH43MZ6608,0.91,taxi,white,50.6,NORTH,MH_EEH_GHATKOPAR_T78
MH_SV_MAHIM,2026-08-25T20:55:02+05:30,KA07FK9805,0.85,car,white,26.1,NORTH,MH_SV_MAHIM_T433
MH_SP_CHEMBUR,2026-08-25T20:55:03+05:30,MP32RD6193,0.98,car,silver,47.3,EAST,MH_SP_CHEMBUR_T811
MH_WEH_VILEPARLE,2026-08-25T20:55:08+05:30,MH05T9133,0.95,auto,silver,45.1,NORTH,MH_WEH_VILEPARLE_T803
MH_EEH_SION,2026-08-25T20:55:12+05:30,MH05P3030,0.92,car,white,57.1,NORTH,MH_EEH_SION_T365
MH_PEDDAR,2026-08-25T20:55:15+05:30,MH47Y0535,0.89,car,white,31.2,SOUTH,MH_PEDDAR_T639
MH_LBS_BHANDUP,2026-08-25T20:55:16+05:30,MH47RD0353,0.9,taxi,silver,35.3,NORTH,MH_LBS_BHANDUP_T408
MH_SV_BANDRA,2026-08-25T20:55:16+05:30,MH04V7631,0.9,motorcycle,grey,31.4,NORTH,MH_SV_BANDRA_T367
MH_SP_MANKHURD,2026-08-25T20:55:17+05:30,MP37BQ9385,0.91,bus,white,48.5,EAST,MH_SP_MANKHURD_T388
MH_PEDDAR,2026-08-25T20:55:18+05:30,MH43T0378,0.97,taxi,white,29.3,SOUTH,MH_PEDDAR_T413
MH_WEH_BORIVALI,2026-08-25T20:55:24+05:30,MH05A4678,0.92,auto,white,44.2,NORTH,MH_WEH_BORIVALI_T240
MH_LBS_BHANDUP,2026-08-25T20:55:24+05:30,MH46J6776,0.8,auto,silver,35.5,NORTH,MH_LBS_BHANDUP_T738
MH_SV_MALAD,2026-08-25T20:55:27+05:30,MH46B3051,0.96,car,white,30.0,NORTH,MH_SV_MALAD_T399
MH_SP_VASHI,2026-08-25T20:55:33+05:30,MH43G0745,0.91,taxi,blue,51.2,EAST,MH_SP_VASHI_T380
MH_WEH_VILEPARLE,2026-08-25T20:55:34+05:30,KA34ST4330,0.9,truck,silver,50.7,NORTH,MH_WEH_VILEPARLE_T135
MH_SL_MID,2026-08-25T20:55:35+05:30,UP05PF3764,0.8,auto,white,52.4,NORTH,MH_SL_MID_T780
MH_WORLI_NAKA,2026-08-25T20:55:37+05:30,MH47AD7273,0.83,auto,grey,37.2,SOUTH,MH_WORLI_NAKA_T139
